shipment_id,origin_hub,destination_hub,distance_km,duration_minutes,road_type,weather_condition,traffic_level,shipment_priority,weight_kg,departure_hour,day_of_week,historical_delay_minutes,current_risk_level,rerouted_before,destination_delay_rate,risk_level
SHIP-19282,Kota Transit Hub,Agra Transit Hub,663.17,1065,city_road,Rain,low,critical,269.08,13,Saturday,30,medium,0,0.2259,medium
SHIP-19283,Ujjain Hub,Jhansi Hub,964.87,549,expressway,Clear,low,standard,154.75,15,Monday,8,low,0,0.1129,low
SHIP-19284,Indore Delivery Hub,Delhi Warehouse Central,928.91,1414,city_road,Rain,moderate,standard,307.21,23,Monday,52,high,0,0.4794,high
SHIP-19285,Bhopal Central Hub,Jaipur Warehouse,388.33,313,state_road,Clear,very_high,standard,202.35,0,Friday,42,high,0,0.4052,high
SHIP-19286,Indore Delivery Hub,Jhansi Hub,689.37,617,state_road,Clear,low,standard,384.97,19,Sunday,7,low,1,0.1525,low
SHIP-19287,Gwalior Transit Hub,Jhansi Hub,995.46,1042,state_road,Clear,very_high,express,265.24,2,Wednesday,45,high,0,0.1004,high
SHIP-19288,Kota Transit Hub,Jaipur Warehouse,734.17,599,state_road,Clear,low,standard,145.44,9,Wednesday,8,low,0,0.2441,low
SHIP-19289,Jhansi Hub,Gwalior Transit Hub,793.53,665,state_road,Rain,very_high,standard,74.72,14,Friday,73,high,0,0.3911,high
SHIP-19290,Bhopal Central Hub,Agra Transit Hub,170.42,268,city_road,Clear,low,standard,350.27,22,Saturday,10,medium,1,0.2221,low
SHIP-19291,Ujjain Hub,Indore Delivery Hub,385.73,419,state_road,Fog,moderate,critical,186.18,2,Friday,50,high,0,0.5407,critical
SHIP-19292,Kota Transit Hub,Gwalior Transit Hub,756.36,1147,city_road,Partly Cloudy,low,standard,33.69,0,Saturday,9,medium,0,0.27,low
SHIP-19293,Jhansi Hub,Kota Transit Hub,228.39,198,state_road,Thunderstorm,low,critical,457.54,12,Tuesday,109,high,0,0.2522,high
SHIP-19294,Jaipur Warehouse,Agra Transit Hub,668.05,1153,city_road,Clear,low,critical,193.94,14,Friday,10,low,0,0.1421,low
SHIP-19295,Kota Transit Hub,Bhopal Central Hub,607.83,560,state_road,Clear,low,standard,373.23,20,Thursday,10,low,0,0.3204,low
SHIP-19296,Ujjain Hub,Kota Transit Hub,431.78,558,city_road,Cloudy,low,critical,230.0,9,Sunday,16,low,0,0.1629,medium
SHIP-19297,Jhansi Hub,Gwalior Transit Hub,392.82,414,state_road,Clear,moderate,standard,445.57,2,Friday,24,medium,0,0.0822,low
SHIP-19298,Gwalior Transit Hub,Kota Transit Hub,650.4,426,expressway,Rain,moderate,critical,15.51,17,Tuesday,46,high,0,0.5208,high
SHIP-19299,Indore Delivery Hub,Delhi Warehouse Central,583.73,937,city_road,Partly Cloudy,high,standard,130.44,18,Friday,46,medium,0,0.2834,medium
SHIP-19300,Delhi Warehouse Central,Jhansi Hub,419.55,237,expressway,Light Rain,high,standard,273.34,20,Thursday,58,high,0,0.326,high
SHIP-19301,Ujjain Hub,Kota Transit Hub,499.9,759,city_road,Clear,high,standard,162.29,4,Friday,31,high,0,0.2793,medium
SHIP-19302,Delhi Warehouse Central,Kota Transit Hub,891.35,1327,city_road,Light Rain,high,standard,371.6,9,Saturday,58,medium,0,0.2905,medium
SHIP-19303,Agra Transit Hub,Delhi Warehouse Central,253.32,374,city_road,Cloudy,high,standard,344.52,23,Monday,33,high,1,0.3926,high
SHIP-19304,Indore Delivery Hub,Delhi Warehouse Central,457.74,322,highway,Rain,moderate,express,13.74,15,Sunday,35,high,0,0.2399,high
SHIP-19305,Ujjain Hub,Indore Delivery Hub,190.31,206,state_road,Partly Cloudy,moderate,express,300.66,19,Wednesday,17,medium,0,0.2947,low
SHIP-19306,Kota Transit Hub,Ujjain Hub,543.34,277,expressway,Thunderstorm,moderate,critical,418.11,17,Sunday,124,high,0,0.1245,critical
SHIP-19307,Gwalior Transit Hub,Agra Transit Hub,142.68,100,expressway,Fog,moderate,standard,158.5,7,Thursday,54,high,0,0.1927,medium
SHIP-19308,Kota Transit Hub,Bhopal Central Hub,373.2,550,city_road,Heavy Rain,moderate,standard,70.54,12,Thursday,59,high,0,0.2304,high
SHIP-19309,Jaipur Warehouse,Ujjain Hub,317.04,171,expressway,Cloudy,moderate,critical,369.41,7,Thursday,26,medium,0,0.3068,medium
SHIP-19310,Agra Transit Hub,Ujjain Hub,423.26,264,expressway,Partly Cloudy,low,critical,450.31,12,Saturday,9,low,0,0.3294,low
SHIP-19311,Gwalior Transit Hub,Indore Delivery Hub,241.62,163,expressway,Clear,low,standard,328.8,23,Monday,7,medium,0,0.1536,low
SHIP-19312,Bhopal Central Hub,Kota Transit Hub,924.06,495,expressway,Thunderstorm,high,express,423.18,11,Monday,97,critical,0,0.1486,critical
SHIP-19313,Jhansi Hub,Delhi Warehouse Central,820.38,704,highway,Fog,low,standard,499.33,12,Wednesday,51,medium,0,0.2396,medium
SHIP-19314,Agra Transit Hub,Bhopal Central Hub,138.24,198,city_road,Clear,low,standard,250.19,16,Tuesday,10,low,1,0.2771,low
SHIP-19315,Jhansi Hub,Indore Delivery Hub,995.21,557,expressway,Partly Cloudy,low,express,467.71,14,Wednesday,14,low,0,0.3706,low
SHIP-19316,Indore Delivery Hub,Jaipur Warehouse,377.83,229,highway,Heavy Rain,moderate,express,172.84,8,Thursday,70,high,1,0.1966,critical
SHIP-19317,Bhopal Central Hub,Gwalior Transit Hub,54.55,35,highway,Clear,moderate,standard,373.08,19,Thursday,18,medium,0,0.4721,low
SHIP-19318,Bhopal Central Hub,Indore Delivery Hub,996.66,1647,city_road,Clear,moderate,standard,450.83,3,Sunday,21,medium,0,0.3134,medium
SHIP-19319,Gwalior Transit Hub,Ujjain Hub,362.02,291,state_road,Fog,low,standard,260.92,23,Thursday,45,high,0,0.1257,medium
SHIP-19320,Indore Delivery Hub,Gwalior Transit Hub,692.39,655,state_road,Heavy Rain,low,express,313.61,11,Sunday,51,high,0,0.1351,high
SHIP-19321,Jaipur Warehouse,Indore Delivery Hub,571.17,573,state_road,Thunderstorm,low,standard,485.28,23,Wednesday,89,high,0,0.34,high
SHIP-19322,Agra Transit Hub,Delhi Warehouse Central,370.25,206,expressway,Clear,moderate,express,126.34,21,Tuesday,18,medium,0,0.2424,low
SHIP-19323,Agra Transit Hub,Jaipur Warehouse,422.22,736,city_road,Clear,moderate,standard,178.63,3,Tuesday,23,medium,1,0.2849,medium
SHIP-19324,Ujjain Hub,Kota Transit Hub,490.66,417,state_road,Light Rain,high,standard,386.37,12,Wednesday,59,medium,0,0.5641,high
SHIP-19325,Kota Transit Hub,Bhopal Central Hub,952.1,649,expressway,Cloudy,moderate,standard,171.14,2,Saturday,23,high,0,0.1032,medium
SHIP-19326,Ujjain Hub,Delhi Warehouse Central,924.55,1136,city_road,Partly Cloudy,moderate,critical,250.89,4,Thursday,22,medium,1,0.1302,high
SHIP-19327,Jaipur Warehouse,Ujjain Hub,251.16,171,expressway,Heavy Rain,moderate,standard,26.18,12,Sunday,76,high,0,0.2543,high
SHIP-19328,Bhopal Central Hub,Agra Transit Hub,851.9,821,state_road,Thunderstorm,moderate,standard,283.18,13,Sunday,98,high,0,0.3104,high
SHIP-19329,Delhi Warehouse Central,Jaipur Warehouse,983.59,870,state_road,Partly Cloudy,very_high,standard,313.77,7,Wednesday,46,medium,0,0.319,medium
SHIP-19330,Jaipur Warehouse,Ujjain Hub,406.05,316,highway,Clear,low,standard,42.22,22,Wednesday,10,medium,1,0.4121,medium
SHIP-19331,Jaipur Warehouse,Indore Delivery Hub,716.38,446,highway,Clear,low,standard,122.71,10,Friday,10,low,0,0.2713,low
SHIP-19332,Gwalior Transit Hub,Jhansi Hub,875.77,1080,city_road,Cloudy,low,standard,217.16,7,Friday,11,low,1,0.5056,medium
SHIP-19333,Gwalior Transit Hub,Kota Transit Hub,472.91,240,expressway,Clear,high,standard,390.84,11,Sunday,28,medium,0,0.4641,low
SHIP-19334,Gwalior Transit Hub,Indore Delivery Hub,296.94,179,expressway,Cloudy,very_high,standard,11.81,10,Sunday,67,medium,1,0.0469,high
SHIP-19335,Gwalior Transit Hub,Bhopal Central Hub,609.64,561,state_road,Cloudy,high,standard,166.34,16,Sunday,42,medium,0,0.1559,medium
SHIP-19336,Kota Transit Hub,Jhansi Hub,609.88,648,state_road,Heavy Rain,moderate,express,3.44,12,Monday,97,high,1,0.4425,critical
SHIP-19337,Agra Transit Hub,Kota Transit Hub,867.13,1471,city_road,Partly Cloudy,very_high,standard,261.12,3,Monday,44,high,0,0.3093,high
SHIP-19338,Agra Transit Hub,Kota Transit Hub,465.98,350,highway,Cloudy,low,critical,249.89,12,Wednesday,13,low,0,0.4843,medium
SHIP-19339,Gwalior Transit Hub,Ujjain Hub,402.72,362,state_road,Rain,high,standard,377.93,8,Friday,80,high,0,0.1621,high
SHIP-19340,Kota Transit Hub,Agra Transit Hub,841.45,580,expressway,Cloudy,very_high,express,2.96,21,Thursday,43,high,0,0.1797,high
SHIP-19341,Gwalior Transit Hub,Ujjain Hub,808.84,864,state_road,Fog,high,standard,379.6,13,Monday,78,high,0,0.1728,high
SHIP-19342,Kota Transit Hub,Indore Delivery Hub,411.69,295,highway,Light Rain,low,standard,445.72,11,Thursday,21,low,0,0.318,low
SHIP-19343,Ujjain Hub,Jaipur Warehouse,391.43,220,expressway,Thunderstorm,high,standard,159.39,23,Thursday,121,critical,0,0.1569,critical
SHIP-19344,Jhansi Hub,Delhi Warehouse Central,789.63,491,highway,Clear,low,standard,167.51,12,Monday,11,low,0,0.2157,low
SHIP-19345,Kota Transit Hub,Delhi Warehouse Central,945.73,1428,city_road,Cloudy,low,standard,1.53,7,Saturday,17,low,0,0.4151,low
SHIP-19346,Ujjain Hub,Gwalior Transit Hub,540.91,714,city_road,Cloudy,high,standard,215.13,4,Wednesday,37,high,0,0.5252,high
SHIP-19347,Indore Delivery Hub,Kota Transit Hub,929.86,676,highway,Fog,low,express,306.89,10,Friday,46,medium,0,0.2473,medium
SHIP-19348,Indore Delivery Hub,Jaipur Warehouse,617.83,302,expressway,Clear,low,standard,62.22,23,Monday,12,medium,0,0.3086,low
SHIP-19349,Ujjain Hub,Jhansi Hub,63.69,55,highway,Clear,moderate,standard,328.93,19,Tuesday,23,medium,0,0.4165,low
SHIP-19350,Bhopal Central Hub,Gwalior Transit Hub,344.89,296,state_road,Light Rain,moderate,critical,183.51,5,Tuesday,30,high,0,0.1348,high
SHIP-19351,Bhopal Central Hub,Agra Transit Hub,368.44,397,state_road,Clear,low,standard,336.83,6,Thursday,8,low,0,0.1791,low
SHIP-19352,Gwalior Transit Hub,Kota Transit Hub,758.93,675,highway,Light Rain,low,standard,126.3,21,Tuesday,21,medium,0,0.5924,medium
SHIP-19353,Bhopal Central Hub,Indore Delivery Hub,553.23,552,state_road,Fog,high,critical,387.55,21,Thursday,85,high,0,0.0073,critical
SHIP-19354,Indore Delivery Hub,Jhansi Hub,929.85,769,highway,Thunderstorm,low,critical,274.88,23,Saturday,115,high,0,0.3265,critical
SHIP-19355,Bhopal Central Hub,Kota Transit Hub,103.9,122,state_road,Clear,moderate,standard,267.06,14,Saturday,24,low,0,0.151,low
SHIP-19356,Jhansi Hub,Jaipur Warehouse,923.14,646,highway,Clear,very_high,standard,244.59,4,Saturday,45,high,0,0.5613,high
SHIP-19357,Indore Delivery Hub,Jhansi Hub,95.67,80,state_road,Cloudy,moderate,standard,421.15,23,Saturday,20,high,0,0.3502,medium
SHIP-19358,Kota Transit Hub,Bhopal Central Hub,113.47,68,expressway,Cloudy,low,standard,277.57,8,Sunday,11,low,0,0.1683,low
SHIP-19359,Jaipur Warehouse,Agra Transit Hub,965.9,675,expressway,Light Rain,moderate,express,80.64,19,Saturday,44,medium,0,0.1047,medium
SHIP-19360,Bhopal Central Hub,Delhi Warehouse Central,643.48,651,state_road,Rain,moderate,express,313.28,18,Friday,57,high,0,0.0955,high
SHIP-19361,Bhopal Central Hub,Jhansi Hub,976.06,757,highway,Light Rain,high,standard,257.53,4,Monday,41,high,0,0.2693,high
SHIP-19362,Agra Transit Hub,Bhopal Central Hub,232.54,270,state_road,Clear,moderate,standard,35.4,12,Monday,20,low,0,0.0676,low
SHIP-19363,Jhansi Hub,Agra Transit Hub,163.95,256,city_road,Rain,low,standard,290.96,11,Friday,39,medium,0,0.2331,medium
SHIP-19364,Indore Delivery Hub,Ujjain Hub,835.65,1158,city_road,Clear,low,critical,40.61,4,Thursday,11,medium,0,0.2605,medium
SHIP-19365,Indore Delivery Hub,Gwalior Transit Hub,109.74,94,highway,Clear,moderate,critical,362.69,6,Saturday,14,low,0,0.6074,medium
SHIP-19366,Delhi Warehouse Central,Ujjain Hub,574.09,625,state_road,Rain,high,standard,327.74,2,Sunday,50,critical,0,0.1791,high
SHIP-19367,Agra Transit Hub,Ujjain Hub,771.11,788,state_road,Cloudy,moderate,standard,247.13,12,Wednesday,17,medium,0,0.3345,medium
SHIP-19368,Bhopal Central Hub,Indore Delivery Hub,918.01,579,expressway,Light Rain,low,standard,374.64,10,Tuesday,25,low,0,0.3655,low
SHIP-19369,Ujjain Hub,Jhansi Hub,357.03,292,highway,Partly Cloudy,high,standard,141.09,9,Sunday,38,medium,0,0.0919,medium
SHIP-19370,Kota Transit Hub,Indore Delivery Hub,168.92,222,city_road,Clear,moderate,standard,223.77,8,Saturday,14,low,0,0.5117,low
SHIP-19371,Bhopal Central Hub,Ujjain Hub,84.02,151,city_road,Partly Cloudy,high,standard,8.63,5,Friday,28,high,0,0.156,medium
SHIP-19372,Delhi Warehouse Central,Bhopal Central Hub,110.18,87,highway,Light Rain,moderate,standard,494.16,13,Tuesday,45,medium,1,0.0946,medium
SHIP-19373,Jaipur Warehouse,Indore Delivery Hub,424.13,568,city_road,Clear,moderate,express,29.07,9,Wednesday,22,low,0,0.1426,low
SHIP-19374,Indore Delivery Hub,Jaipur Warehouse,141.56,98,highway,Light Rain,moderate,critical,53.12,16,Sunday,35,medium,0,0.3207,high
SHIP-19375,Kota Transit Hub,Gwalior Transit Hub,296.15,522,city_road,Rain,high,critical,247.95,1,Thursday,47,critical,0,0.4657,critical
SHIP-19376,Agra Transit Hub,Ujjain Hub,966.91,1702,city_road,Cloudy,high,standard,188.58,1,Sunday,50,high,0,0.5483,high
SHIP-19377,Bhopal Central Hub,Ujjain Hub,583.05,477,highway,Heavy Rain,high,express,266.64,23,Saturday,93,critical,1,0.1019,critical
SHIP-19378,Jhansi Hub,Kota Transit Hub,252.26,177,highway,Heavy Rain,low,standard,417.67,3,Tuesday,67,high,0,0.162,high
SHIP-19379,Ujjain Hub,Indore Delivery Hub,297.92,439,city_road,Heavy Rain,moderate,standard,80.15,6,Thursday,83,high,0,0.4897,high
SHIP-19380,Delhi Warehouse Central,Gwalior Transit Hub,942.2,1293,city_road,Light Rain,moderate,standard,320.13,19,Saturday,32,medium,1,0.3496,high
SHIP-19381,Jaipur Warehouse,Gwalior Transit Hub,924.39,649,expressway,Partly Cloudy,high,standard,10.0,3,Wednesday,27,high,0,0.3353,medium
SHIP-19382,Gwalior Transit Hub,Ujjain Hub,134.51,114,state_road,Cloudy,low,standard,395.23,7,Thursday,14,low,0,0.1075,low
SHIP-19383,Ujjain Hub,Indore Delivery Hub,478.96,318,highway,Light Rain,low,standard,408.0,13,Sunday,28,low,0,0.1076,low
SHIP-19384,Bhopal Central Hub,Delhi Warehouse Central,616.87,540,highway,Clear,low,standard,190.31,19,Wednesday,10,low,0,0.2977,low
SHIP-19385,Jaipur Warehouse,Delhi Warehouse Central,316.61,353,state_road,Rain,low,express,87.49,2,Monday,33,high,1,0.1467,high
SHIP-19386,Ujjain Hub,Delhi Warehouse Central,617.13,386,expressway,Cloudy,low,critical,405.72,10,Tuesday,13,low,0,0.1859,medium
SHIP-19387,Ujjain Hub,Kota Transit Hub,549.9,985,city_road,Clear,low,standard,454.7,2,Tuesday,11,medium,0,0.2392,low
SHIP-19388,Indore Delivery Hub,Ujjain Hub,184.82,262,city_road,Cloudy,moderate,standard,38.58,4,Sunday,18,high,0,0.0282,medium
SHIP-19389,Ujjain Hub,Kota Transit Hub,204.9,107,expressway,Clear,low,standard,290.32,15,Sunday,9,low,0,0.5316,low
SHIP-19390,Jhansi Hub,Indore Delivery Hub,877.34,584,expressway,Clear,high,critical,469.14,10,Wednesday,33,medium,0,0.1285,medium
SHIP-19391,Jaipur Warehouse,Agra Transit Hub,922.85,798,state_road,Heavy Rain,low,standard,322.22,0,Wednesday,59,high,0,0.2097,high
SHIP-19392,Bhopal Central Hub,Jaipur Warehouse,702.2,630,state_road,Cloudy,very_high,standard,410.34,8,Friday,44,medium,0,0.2084,high
SHIP-19393,Bhopal Central Hub,Ujjain Hub,907.19,1235,city_road,Cloudy,high,standard,115.68,21,Wednesday,45,high,1,0.6056,high
SHIP-19394,Jhansi Hub,Kota Transit Hub,249.09,170,expressway,Partly Cloudy,low,standard,52.07,4,Wednesday,10,medium,0,0.174,low
SHIP-19395,Agra Transit Hub,Bhopal Central Hub,100.19,49,expressway,Cloudy,low,express,188.72,19,Sunday,16,medium,0,0.1446,low
SHIP-19396,Jaipur Warehouse,Bhopal Central Hub,195.03,315,city_road,Clear,low,standard,198.16,23,Thursday,7,medium,0,0.4283,low
SHIP-19397,Ujjain Hub,Agra Transit Hub,913.33,1359,city_road,Rain,moderate,express,393.32,10,Thursday,64,high,0,0.6237,high
SHIP-19398,Delhi Warehouse Central,Gwalior Transit Hub,806.55,1213,city_road,Heavy Rain,moderate,standard,203.74,1,Tuesday,89,critical,0,0.2748,critical
SHIP-19399,Kota Transit Hub,Ujjain Hub,519.45,786,city_road,Heavy Rain,moderate,standard,119.06,9,Thursday,70,high,0,0.1049,high
SHIP-19400,Jaipur Warehouse,Kota Transit Hub,149.84,234,city_road,Clear,low,express,443.28,4,Thursday,12,medium,0,0.3858,medium
SHIP-19401,Gwalior Transit Hub,Bhopal Central Hub,995.5,832,state_road,Cloudy,moderate,express,391.54,23,Tuesday,31,high,0,0.3103,high
SHIP-19402,Delhi Warehouse Central,Agra Transit Hub,158.02,283,city_road,Rain,moderate,express,333.98,16,Sunday,63,high,0,0.1005,high
SHIP-19403,Jhansi Hub,Kota Transit Hub,92.93,55,expressway,Clear,very_high,standard,104.35,11,Saturday,39,medium,0,0.48,medium
SHIP-19404,Ujjain Hub,Bhopal Central Hub,322.49,202,highway,Clear,moderate,express,103.2,2,Monday,15,medium,0,0.2857,medium
SHIP-19405,Agra Transit Hub,Ujjain Hub,223.95,236,state_road,Rain,low,standard,246.19,6,Friday,48,medium,0,0.0635,medium
SHIP-19406,Gwalior Transit Hub,Agra Transit Hub,410.27,217,expressway,Rain,low,critical,265.93,10,Thursday,49,medium,0,0.0993,high
SHIP-19407,Agra Transit Hub,Jaipur Warehouse,733.09,450,highway,Partly Cloudy,moderate,standard,128.79,10,Monday,20,low,0,0.2363,low
SHIP-19408,Agra Transit Hub,Gwalior Transit Hub,569.89,572,state_road,Clear,moderate,standard,62.56,11,Friday,20,low,0,0.1163,low
SHIP-19409,Indore Delivery Hub,Bhopal Central Hub,539.87,815,city_road,Cloudy,low,standard,182.24,4,Tuesday,13,medium,0,0.1566,low
SHIP-19410,Gwalior Transit Hub,Ujjain Hub,258.16,213,state_road,Partly Cloudy,low,standard,215.11,9,Thursday,14,low,1,0.3905,low
SHIP-19411,Kota Transit Hub,Agra Transit Hub,329.54,463,city_road,Cloudy,moderate,standard,27.22,11,Saturday,18,medium,0,0.6341,medium
SHIP-19412,Indore Delivery Hub,Kota Transit Hub,645.66,897,city_road,Partly Cloudy,moderate,standard,282.76,13,Thursday,24,low,0,0.4155,low
SHIP-19413,Gwalior Transit Hub,Kota Transit Hub,405.19,684,city_road,Cloudy,low,critical,2.0,0,Wednesday,16,medium,1,0.2314,high
SHIP-19414,Agra Transit Hub,Ujjain Hub,996.53,840,highway,Rain,high,express,76.44,13,Thursday,57,high,1,0.5949,critical
SHIP-19415,Indore Delivery Hub,Kota Transit Hub,917.92,831,state_road,Rain,moderate,standard,74.33,6,Thursday,35,high,0,0.1541,medium
SHIP-19416,Gwalior Transit Hub,Agra Transit Hub,843.56,1210,city_road,Light Rain,moderate,standard,344.09,9,Monday,39,medium,1,0.1441,medium
SHIP-19417,Kota Transit Hub,Delhi Warehouse Central,363.46,186,expressway,Clear,high,standard,243.46,11,Monday,28,medium,0,0.1231,low
SHIP-19418,Delhi Warehouse Central,Indore Delivery Hub,570.8,630,state_road,Partly Cloudy,moderate,express,418.18,5,Thursday,21,medium,0,0.0954,medium
SHIP-19419,Jaipur Warehouse,Jhansi Hub,181.64,104,expressway,Clear,high,standard,133.16,15,Saturday,35,medium,0,0.0956,medium
SHIP-19420,Ujjain Hub,Agra Transit Hub,391.31,318,highway,Cloudy,moderate,standard,106.08,9,Friday,27,medium,0,0.1077,low
SHIP-19421,Gwalior Transit Hub,Ujjain Hub,932.81,673,highway,Fog,very_high,critical,401.64,19,Tuesday,80,high,0,0.1234,critical
SHIP-19422,Kota Transit Hub,Delhi Warehouse Central,325.15,275,state_road,Light Rain,moderate,standard,222.66,11,Saturday,31,medium,0,0.3287,medium
SHIP-19423,Jaipur Warehouse,Jhansi Hub,787.51,494,highway,Clear,moderate,standard,137.84,9,Monday,23,low,1,0.6239,medium
SHIP-19424,Indore Delivery Hub,Ujjain Hub,251.68,185,highway,Partly Cloudy,low,express,209.71,9,Sunday,16,low,0,0.4287,low
SHIP-19425,Gwalior Transit Hub,Jhansi Hub,190.11,223,state_road,Clear,low,express,213.21,21,Saturday,10,low,0,0.4513,low
SHIP-19426,Gwalior Transit Hub,Jhansi Hub,635.96,414,expressway,Clear,high,standard,286.48,10,Saturday,36,medium,0,0.1704,medium
SHIP-19427,Jhansi Hub,Ujjain Hub,299.32,505,city_road,Cloudy,low,standard,19.8,8,Friday,13,low,0,0.3817,low
SHIP-19428,Gwalior Transit Hub,Jhansi Hub,571.74,558,state_road,Partly Cloudy,very_high,standard,124.73,8,Saturday,42,medium,0,0.269,medium
SHIP-19429,Ujjain Hub,Delhi Warehouse Central,109.03,129,state_road,Clear,low,express,233.98,11,Thursday,9,low,0,0.0647,low
SHIP-19430,Jhansi Hub,Gwalior Transit Hub,701.94,1003,city_road,Clear,moderate,standard,271.6,1,Wednesday,22,medium,0,0.5381,medium
SHIP-19431,Jaipur Warehouse,Indore Delivery Hub,264.9,164,expressway,Light Rain,high,standard,80.22,13,Monday,60,medium,1,0.0626,high
SHIP-19432,Indore Delivery Hub,Jaipur Warehouse,943.03,1283,city_road,Cloudy,high,standard,97.62,8,Saturday,46,medium,1,0.0307,high
SHIP-19433,Indore Delivery Hub,Kota Transit Hub,468.42,814,city_road,Heavy Rain,low,standard,364.07,17,Monday,74,high,0,0.159,high
SHIP-19434,Bhopal Central Hub,Agra Transit Hub,448.47,256,expressway,Clear,very_high,critical,392.99,21,Wednesday,56,medium,0,0.4265,high
SHIP-19435,Bhopal Central Hub,Ujjain Hub,119.38,80,expressway,Heavy Rain,very_high,express,38.5,22,Thursday,125,critical,1,0.2299,critical
SHIP-19436,Jaipur Warehouse,Indore Delivery Hub,239.18,333,city_road,Cloudy,very_high,critical,495.05,12,Monday,65,medium,0,0.2544,high
SHIP-19437,Kota Transit Hub,Jhansi Hub,493.68,670,city_road,Partly Cloudy,high,standard,217.13,21,Sunday,45,medium,0,0.173,medium
SHIP-19438,Kota Transit Hub,Gwalior Transit Hub,215.87,194,state_road,Partly Cloudy,high,express,293.29,15,Thursday,40,medium,0,0.2309,medium
SHIP-19439,Jhansi Hub,Gwalior Transit Hub,124.27,89,expressway,Partly Cloudy,moderate,standard,297.23,12,Friday,26,low,1,0.4618,low
SHIP-19440,Jaipur Warehouse,Gwalior Transit Hub,927.27,711,highway,Cloudy,high,standard,173.66,7,Sunday,50,medium,0,0.3433,medium
SHIP-19441,Kota Transit Hub,Ujjain Hub,983.41,504,expressway,Clear,moderate,standard,272.85,11,Monday,22,low,0,0.3194,low
SHIP-19442,Bhopal Central Hub,Agra Transit Hub,217.49,314,city_road,Heavy Rain,moderate,express,292.12,18,Thursday,81,critical,0,0.4885,critical
SHIP-19443,Bhopal Central Hub,Jhansi Hub,720.19,1119,city_road,Clear,moderate,standard,380.62,9,Friday,15,low,0,0.1038,low
SHIP-19444,Agra Transit Hub,Jhansi Hub,612.63,746,city_road,Cloudy,very_high,standard,331.23,21,Saturday,66,high,0,0.2156,high
SHIP-19445,Kota Transit Hub,Delhi Warehouse Central,698.35,884,city_road,Partly Cloudy,low,standard,223.89,1,Monday,14,medium,0,0.2132,low
SHIP-19446,Jaipur Warehouse,Gwalior Transit Hub,168.32,125,highway,Cloudy,high,standard,96.47,14,Tuesday,39,medium,0,0.0929,medium
SHIP-19447,Delhi Warehouse Central,Agra Transit Hub,629.84,373,expressway,Heavy Rain,low,express,13.55,16,Sunday,65,high,0,0.4631,high
SHIP-19448,Jhansi Hub,Agra Transit Hub,775.09,575,highway,Fog,moderate,standard,326.28,5,Sunday,74,high,0,0.5481,high
SHIP-19449,Gwalior Transit Hub,Kota Transit Hub,492.25,326,highway,Clear,low,standard,239.37,2,Thursday,8,medium,0,0.2572,low
SHIP-19450,Gwalior Transit Hub,Delhi Warehouse Central,311.55,508,city_road,Partly Cloudy,moderate,express,482.8,10,Friday,22,low,0,0.8007,medium
SHIP-19451,Kota Transit Hub,Delhi Warehouse Central,550.18,482,highway,Rain,very_high,standard,50.06,4,Saturday,74,critical,0,0.0783,critical
SHIP-19452,Jhansi Hub,Delhi Warehouse Central,857.27,1127,city_road,Partly Cloudy,moderate,standard,37.24,21,Tuesday,21,medium,0,0.2035,low
SHIP-19453,Indore Delivery Hub,Gwalior Transit Hub,562.62,857,city_road,Light Rain,high,standard,91.46,12,Thursday,50,medium,0,0.1427,medium
SHIP-19454,Ujjain Hub,Jhansi Hub,364.47,609,city_road,Fog,low,standard,189.04,15,Monday,40,medium,1,0.2052,medium
SHIP-19455,Gwalior Transit Hub,Ujjain Hub,874.55,613,highway,Light Rain,very_high,standard,88.41,21,Saturday,50,high,0,0.677,high
SHIP-19456,Bhopal Central Hub,Jaipur Warehouse,335.81,517,city_road,Clear,high,standard,232.46,9,Thursday,34,medium,0,0.1674,medium
SHIP-19457,Jhansi Hub,Ujjain Hub,427.93,360,highway,Heavy Rain,moderate,standard,170.51,12,Friday,85,high,0,0.2598,high
SHIP-19458,Jaipur Warehouse,Ujjain Hub,223.0,124,expressway,Fog,moderate,express,499.75,22,Monday,43,high,0,0.0983,high
SHIP-19459,Jhansi Hub,Bhopal Central Hub,394.84,545,city_road,Light Rain,moderate,critical,483.38,22,Monday,29,high,0,0.6065,high
SHIP-19460,Indore Delivery Hub,Jhansi Hub,58.45,55,state_road,Partly Cloudy,moderate,critical,183.04,10,Saturday,26,low,0,0.2807,medium
SHIP-19461,Gwalior Transit Hub,Kota Transit Hub,850.67,803,state_road,Thunderstorm,low,standard,396.26,15,Monday,108,high,0,0.0808,high
SHIP-19462,Bhopal Central Hub,Agra Transit Hub,931.56,836,state_road,Fog,very_high,standard,121.58,5,Wednesday,99,critical,0,0.3689,critical
SHIP-19463,Delhi Warehouse Central,Jhansi Hub,571.8,564,state_road,Thunderstorm,high,standard,29.82,0,Friday,108,critical,0,0.3482,critical
SHIP-19464,Jaipur Warehouse,Gwalior Transit Hub,159.24,172,state_road,Partly Cloudy,low,standard,21.2,7,Tuesday,12,low,0,0.6115,low
SHIP-19465,Bhopal Central Hub,Jaipur Warehouse,988.66,726,highway,Rain,very_high,standard,15.56,19,Monday,77,high,0,0.3951,critical
